off_tech_id,off_tech,d3fend_id,def_tech,phase,tactic,shared_artifacts,shared_artifact_names,trust,proxy_quality,band
T1546.009,AppCert DLLs,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1546.010,AppInit DLLs,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1546.013,PowerShell Profile,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1546.014,Emond,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1546.015,Component Object Model Hijacking,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1546,Event Triggered Execution,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1547.001,Registry Run Keys / Startup Folder,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1547.006,Kernel Modules and Extensions,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1547.007,Re-opened Applications,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1547.008,LSASS Driver,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1547.009,Shortcut Modification,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1547.011,Plist Modification,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1547,Boot or Logon Autostart Execution,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1548.002,Bypass User Account Control,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1548.003,Sudo and Sudo Caching,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1548,Abuse Elevation Control Mechanism,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1552.001,Credentials In Files,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1552.003,Shell History,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1552,Unsecured Credentials,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1555.001,Keychain,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1555.002,Securityd Memory,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1555.003,Credentials from Web Browsers,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1555.004,Windows Credential Manager,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1555.005,Password Managers,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1555.006,Cloud Secrets Management Stores,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1555,Credentials from Password Stores,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1556.002,Password Filter DLL,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1556.003,Pluggable Authentication Modules,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1556,Modify Authentication Process,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1560.001,Archive via Utility,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1560.002,Archive via Library,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1560.003,Archive via Custom Method,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1560,Archive Collected Data,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1562.003,Impair Command History Logging,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1562,Impair Defenses,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1564.002,Hidden Users,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1564.003,Hidden Window,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1564.005,Hidden File System,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1564.006,Run Virtual Instance,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1564.007,VBA Stomping,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1564,Hide Artifacts,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1565.001,Stored Data Manipulation,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1565.003,Runtime Data Manipulation,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1565,Data Manipulation,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1566.001,Spearphishing Attachment,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1566.002,Spearphishing Link,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1566.003,Spearphishing via Service,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1566,Phishing,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1567.001,Exfiltration to Code Repository,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1567.002,Exfiltration to Cloud Storage,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1567.003,Exfiltration to Text Storage Sites,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1567.004,Exfiltration Over Webhook,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1567,Exfiltration Over Web Service,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1573.002,Asymmetric Cryptography,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1573,Encrypted Channel,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.001,DLL,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.002,DLL Side-Loading,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.004,Dylib Hijacking,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.006,Dynamic Linker Hijacking,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.007,Path Interception by PATH Environment Variable,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.008,Path Interception by Search Order Hijacking,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.009,Path Interception by Unquoted Path,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574.012,COR_PROFILER,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1574,Hijack Execution Flow,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1619,Cloud Storage Object Discovery,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1649,Steal or Forge Authentication Certificates,D3-UA,URL Analysis,detect,Detect,1,URL,0.25,artifact_cooccurrence,detect
T1114.001,Local Email Collection,D3-SMRA,Sender MTA Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1114,Email Collection,D3-SMRA,Sender MTA Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1534,Internal Spearphishing,D3-SMRA,Sender MTA Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1566.001,Spearphishing Attachment,D3-SMRA,Sender MTA Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1566.002,Spearphishing Link,D3-SMRA,Sender MTA Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1566,Phishing,D3-SMRA,Sender MTA Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1114.001,Local Email Collection,D3-SRA,Sender Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1114,Email Collection,D3-SRA,Sender Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1534,Internal Spearphishing,D3-SRA,Sender Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1566.001,Spearphishing Attachment,D3-SRA,Sender Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1566.002,Spearphishing Link,D3-SRA,Sender Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1566,Phishing,D3-SRA,Sender Reputation Analysis,detect,Detect,1,Email,0.25,artifact_cooccurrence,detect
T1003.006,DCSync,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1003,OS Credential Dumping,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1047,Windows Management Instrumentation,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1098.001,Additional Cloud Credentials,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1098,Account Manipulation,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1110.003,Password Spraying,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1110.004,Credential Stuffing,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1110,Brute Force,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1207,Rogue Domain Controller,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1546.003,Windows Management Instrumentation Event Subscription,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1546.008,Accessibility Features,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1546,Event Triggered Execution,D3-ANAA,Administrative Network Activity Analysis,detect,Detect,1,Intranet Administrative Network Traffic,0.25,artifact_cooccurrence,detect
T1003.006,DCSync,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1003,OS Credential Dumping,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.001,Remote Desktop Protocol,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.002,SMB/Windows Admin Shares,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.003,Distributed Component Object Model,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.004,SSH,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.005,VNC,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.006,Windows Remote Management,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.007,Cloud Services,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021.008,Direct Cloud VM Connections,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1021,Remote Services,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1047,Windows Management Instrumentation,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1090.001,Internal Proxy,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1090,Proxy,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1098.001,Additional Cloud Credentials,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1098,Account Manipulation,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1110.003,Password Spraying,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1110.004,Credential Stuffing,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1110,Brute Force,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1197,BITS Jobs,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1199,Trusted Relationship,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1207,Rogue Domain Controller,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1210,Exploitation of Remote Services,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1546.003,Windows Management Instrumentation Event Subscription,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1546.008,Accessibility Features,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1546,Event Triggered Execution,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1557,Adversary-in-the-Middle,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1570,Lateral Tool Transfer,D3-CAA,Connection Attempt Analysis,detect,Detect,1,Intranet Network Traffic,0.25,artifact_cooccurrence,detect
T1001.001,Junk Data,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1001.002,Steganography,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1001.003,Protocol or Service Impersonation,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1001,Data Obfuscation,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1003.006,DCSync,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1003,OS Credential Dumping,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1008,Fallback Channels,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1011.001,Exfiltration Over Bluetooth,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1011,Exfiltration Over Other Network Medium,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1018,Remote System Discovery,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1020.001,Traffic Duplication,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1020,Automated Exfiltration,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.001,Remote Desktop Protocol,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.002,SMB/Windows Admin Shares,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.003,Distributed Component Object Model,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.004,SSH,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.005,VNC,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.006,Windows Remote Management,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.007,Cloud Services,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021.008,Direct Cloud VM Connections,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1021,Remote Services,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1029,Scheduled Transfer,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1030,Data Transfer Size Limits,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1041,Exfiltration Over C2 Channel,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1047,Windows Management Instrumentation,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1048,Exfiltration Over Alternative Protocol,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.001,Web Protocols,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.002,File Transfer Protocols,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.003,Mail Protocols,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.004,DNS,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071.005,Publish/Subscribe Protocols,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1071,Application Layer Protocol,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.001,Internal Proxy,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.002,External Proxy,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.003,Multi-hop Proxy,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090.004,Domain Fronting,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1090,Proxy,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1095,Non-Application Layer Protocol,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1098.001,Additional Cloud Credentials,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1098,Account Manipulation,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102.001,Dead Drop Resolver,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102.002,Bidirectional Communication,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102.003,One-Way Communication,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1102,Web Service,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1104,Multi-Stage Channels,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1105,Ingress Tool Transfer,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1110.003,Password Spraying,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1110.004,Credential Stuffing,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1110,Brute Force,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1132.001,Standard Encoding,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1132.002,Non-Standard Encoding,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1132,Data Encoding,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1185,Browser Session Hijacking,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1189,Drive-by Compromise,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1190,Exploit Public-Facing Application,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1197,BITS Jobs,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1199,Trusted Relationship,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1204.001,Malicious Link,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1204,User Execution,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1205.001,Port Knocking,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1205.002,Socket Filters,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1205,Traffic Signaling,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1207,Rogue Domain Controller,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1210,Exploitation of Remote Services,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1218.003,CMSTP,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1218,System Binary Proxy Execution,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219.001,IDE Tunneling,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219.002,Remote Desktop Software,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219.003,Remote Access Hardware,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1219,Remote Access Tools,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1498.001,Direct Network Flood,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1498.002,Reflection Amplification,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1498,Network Denial of Service,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1499.002,Service Exhaustion Flood,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1499,Endpoint Denial of Service,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1542.005,TFTP Boot,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1542,Pre-OS Boot,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1546.003,Windows Management Instrumentation Event Subscription,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1546.008,Accessibility Features,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1546,Event Triggered Execution,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1550.001,Application Access Token,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1550.004,Web Session Cookie,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1550,Use Alternate Authentication Material,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1557.002,ARP Cache Poisoning,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1557.003,DHCP Spoofing,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
T1557.004,Evil Twin,D3-CSPP,Client-server Payload Profiling,detect,Detect,1,Network Traffic,0.25,artifact_cooccurrence,detect
